Seed,Epoch,Dual_Variable_nu,Average_Discounted_Cost,Average_Returns
42,1,0.0,2.1320961924698936,-1.468749613137204
42,2,0.0,3.3341851601721157,-1.17773220237061
42,3,0.0,2.504685709501122,-0.6216057795946586
42,4,0.0,2.6523231682038495,-0.19583209213041214
42,5,0.0,2.6059185152566204,0.3101582358568108
42,6,0.0007889823659727569,5.078898236597276,0.4514143610904423
42,7,0.0,4.440583766583842,0.3044360204378255
42,8,0.0,3.2977672131446094,0.6547285374109396
42,9,0.008990175499743307,5.899017549974331,0.8122744822100416
42,10,0.00941019957886981,5.04200240791265,0.7334087683748106
42,11,0.044073386544587145,8.466318696571733,0.9111438900220832
42,12,0.031565676903480284,3.749229035889314,0.7115273425868193
42,13,0.047034426437289965,6.546874953380968,0.9601779686955125
42,14,0.08270019927644126,8.56657728391513,0.9053713650654508
42,15,0.07953389361973441,4.6833694343293155,0.9105001390264661
42,16,0.07133448603887053,4.180059241913612,1.0749403190440425
42,17,0.105493372119489,8.415888608061847,0.8698294369280795
42,18,0.11495994961062446,5.9466577491135455,1.1222810232374871
42,19,0.14687628221235385,8.191633260172939,1.186921706669327
42,20,0.1666718140833516,6.979553187099775,1.158851709503765
42,21,0.18578934647113082,6.911753238777922,1.6636773078867515
42,22,0.20566013358940247,6.987078711827164,1.3364884835404522
42,23,0.2448418302784144,8.918169668901195,1.0711877207691485
42,24,0.23489346431917335,4.005163404075894,1.585057709056809
42,25,0.2719421820015763,8.704871768240295,1.7734384876200557
42,26,0.3424142651081287,12.047208310655238,1.8865077342357746
42,27,0.361948469422388,6.953420431425929,2.0164635010852545
42,28,0.3453162535134297,3.3367784091041686,1.761087321653649
42,29,0.34348606214862176,4.816980863519208,1.8428845221750325
42,30,0.35291204371816487,5.942598156954309,2.3159108029715596
42,31,0.3469366140042466,4.402457028608168,1.9523126961223682
42,32,0.3567854282373915,5.9848814233144925,2.2441922165739605
42,33,0.35863305003863893,5.1847621801247445,1.7465917616287336
42,34,0.356542313374896,4.790926333625709,2.038158319260164
42,35,0.3525486794013758,4.600636602647982,3.1740587093650334
42,36,0.34672691503568187,4.4178235634306064,2.239951357247748
42,37,0.3369819918855002,4.025507684981831,2.5420209862447494
42,38,0.32628567130553426,3.9303679420034077,2.660393595621162
42,39,0.3338551353892919,5.756946408375763,3.004155377172505
42,40,0.3082791856341534,2.4424050244861504,2.321610538197341
42,41,0.3211436332450252,6.286444761087182,2.7262031018064863
42,42,0.32850812201094054,5.736448876591536,2.7104412506463134
42,43,0.33264316772058555,5.413504570964502,3.1407265929890924
42,44,0.3130843546071684,3.0441186886582816,2.686620011674717
42,45,0.3005957476421376,3.751139303496921,2.981787829714009
